cpt_code,description,category,contrast
J9019,Erwinaze injection,CT,Unspecified
J9020,"Asparaginase, nos",Other,Unspecified
J9021,"Inj, aspara, rylaze, 0.1 mg",Other,Unspecified
J9022,"Inj, atezolizumab,10 mg",Other,Unspecified
J9023,"Injection, avelumab, 10 mg",CT,Unspecified
J9025,Azacitidine injection,CT,Unspecified
J9026,"Inj, tarlatamab-dlle, 1 mg",Other,Unspecified
J9027,Clofarabine injection,CT,Unspecified
J9028,"Inj, nogapendekin pmln, 1mcg",Other,Unspecified
J9029,"Instill adstiladrin, tx dose",Other,Unspecified
J9030,Bcg live intravesical 1mg,Other,Unspecified
J9032,"Injection, belinostat, 10mg",CT,Unspecified
J9033,"Inj, bendamustine hcl, 1mg",Other,Unspecified
J9034,"Inj., bendeka 1 mg",Other,Unspecified
J9035,Bevacizumab injection,CT,Unspecified
J9036,Inj. belrapzo/bendamustine,Other,Unspecified
J9037,Inj belantamab mafodot blmf,Other,Unspecified
J9039,"Injection, blinatumomab",CT,Unspecified
J9040,Bleomycin sulfate injection,CT,Unspecified
J9041,"Injection, bortezomib, 0.1mg",CT,Unspecified
J9042,Brentuximab vedotin inj,Other,Unspecified
J9043,Cabazitaxel injection,CT,Unspecified
J9045,Carboplatin injection,CT,Unspecified
J9046,"Inj, bortezomib, dr. reddy's",Other,Unspecified
J9047,"Injection, carfilzomib, 1 mg",CT,Unspecified
J9048,"Inj, bortezomib freseniuskab",Other,Unspecified
J9049,"Inj, bortezomib, hospira",Other,Unspecified
J9050,Carmustine injection,CT,Unspecified
J9051,"Inj, bortezomib (maia)",Other,Unspecified
J9052,"Inj, carmustine (accord)",Other,Unspecified
J9055,Cetuximab injection,CT,Unspecified
J9056,"Inj, vivimusta, 1 mg",Other,Unspecified
J9057,"Inj., copanlisib, 1 mg",Other,Unspecified
J9060,Cisplatin 10 mg injection,CT,Unspecified
J9061,"Inj, amivantamab-vmjw",Other,Unspecified
J9063,"Inj, elahere, 1 mg",Other,Unspecified
J9064,"Inj, cabazitaxel (sandoz)",Other,Unspecified
J9065,Inj cladribine per 1 mg,Other,Unspecified
J9071,Inj cyclophosphamd auromedic,Other,Unspecified
J9072,Inj cyclophos avyxa 5mg,Other,Unspecified
J9073,Inj cyclophosphamd (ingenus),Other,Unspecified
J9074,"Inj, cyclophosphamd, sandoz",Other,Unspecified
J9075,"Inj, cyclophosphamide, nos",Other,Unspecified
J9076,"Inj, cyclophos (baxter) 5mg",Other,Unspecified
J9098,Cytarabine liposome inj,Other,Unspecified
J9100,Cytarabine hcl 100 mg inj,Other,Unspecified
J9118,Inj. calaspargase pegol-mknl,Other,Unspecified
J9119,"Inj., cemiplimab-rwlc, 1 mg",Other,Unspecified
J9120,Dactinomycin injection,CT,Unspecified
J9130,Dacarbazine 100 mg inj,Other,Unspecified
J9144,"Daratumumab, hyaluronidase",Other,Unspecified
J9145,"Injection, daratumumab 10 mg",CT,Unspecified
J9150,Daunorubicin injection,CT,Unspecified
J9151,Daunorubicin citrate inj,Other,Unspecified
J9153,"Inj daunorubicin, cytarabine",Other,Unspecified
J9155,Degarelix injection,CT,Unspecified
J9165,Diethylstilbestrol injection,CT,Unspecified
J9171,Docetaxel injection,CT,Unspecified
J9172,"Docetaxel (docivyx), 1 mg",Other,Unspecified
J9173,"Inj., durvalumab, 10 mg",Other,Unspecified
J9175,Elliotts b solution per ml,Other,Unspecified
J9176,"Injection, elotuzumab, 1mg",CT,Unspecified
J9177,Inj enfort vedo-ejfv 0.25mg,Other,Unspecified
J9178,"Inj, epirubicin hcl, 2 mg",Other,Unspecified
J9179,Eribulin mesylate injection,CT,Unspecified
J9181,Etoposide injection,CT,Unspecified
J9185,Fludarabine phosphate inj,Other,Unspecified
J9190,Fluorouracil injection,CT,Unspecified
J9196,Inj gemcitabine hcl (accord),Other,Unspecified
J9198,"Inj. infugem, 100 mg",Other,Unspecified
J9200,Floxuridine injection,CT,Unspecified
J9201,In gemcitabine hcl nos 200mg,Other,Unspecified
J9202,Goserelin acetate implant,Other,Unspecified
J9203,Gemtuzumab ozogamicin 0.1 mg,Other,Unspecified
J9204,"Inj mogamulizumab-kpkc, 1 mg",Other,Unspecified
J9205,Inj irinotecan liposome 1 mg,Other,Unspecified
J9206,Irinotecan injection,CT,Unspecified
J9207,Ixabepilone injection,CT,Unspecified
J9208,Ifosfamide injection,CT,Unspecified
J9209,Mesna injection,CT,Unspecified
J9210,"Inj., emapalumab-lzsg, 1 mg",Other,Unspecified
J9211,Idarubicin hcl injection,CT,Unspecified
J9212,Interferon alfacon-1 inj,Other,Unspecified
J9213,Interferon alfa-2a inj,Other,Unspecified
J9214,Interferon alfa-2b inj,Other,Unspecified
J9215,Interferon alfa-n3 inj,Other,Unspecified
J9216,Interferon gamma 1-b inj,Other,Unspecified
J9217,Leuprolide acetate suspnsion,Other,Unspecified
J9218,Leuprolide acetate injeciton,Other,Unspecified
J9219,Leuprolide acetate implant,Other,Unspecified
J9223,"Inj. lurbinectedin, 0.1 mg",CT,Unspecified
J9225,Vantas implant,Other,Unspecified
J9226,Supprelin la implant,Other,Unspecified
J9227,Inj. isatuximab-irfc 10 mg,Other,Unspecified
J9228,Ipilimumab injection,CT,Unspecified
J9229,Inj inotuzumab ozogam 0.1 mg,Other,Unspecified
J9230,Mechlorethamine hcl inj,Other,Unspecified
J9245,Inj melpha hydroch nos 50 mg,Other,Unspecified
J9246,"Inj., evomela, 1 mg",Other,Unspecified
J9247,"Inj, melphalan flufenami 1mg",Other,Unspecified
J9248,Inj melphalan (hepzato) 1 mg,Other,Unspecified
J9249,"Inj, melphalan (apotex) 1 mg",Other,Unspecified
J9255,"Inj, methotrexate (accord)",Other,Unspecified
J9260,Inj methotrexate sodium 50mg,Other,Unspecified
J9261,Nelarabine injection,CT,Unspecified
J9262,"Inj, omacetaxine mep, 0.01mg",Other,Unspecified
J9263,Oxaliplatin,Other,Unspecified
J9264,Paclitaxel protein bound,Other,Unspecified
J9266,Pegaspargase injection,CT,Unspecified
J9267,Paclitaxel injection,CT,Unspecified
J9268,Pentostatin injection,CT,Unspecified
J9269,Inj. tagraxofusp-erzs 10 mcg,Other,Unspecified
J9270,Plicamycin (mithramycin) inj,Other,Unspecified
J9271,Inj pembrolizumab,Other,Unspecified
J9272,"Inj, dostarlimab-gxly, 10 mg",Other,Unspecified
J9273,"Inj tisotu vedotin-tftv, 1mg",Other,Unspecified
J9274,"Inj, tebentafusp-tebn, 1 mcg",Other,Unspecified
J9280,Mitomycin injection,CT,Unspecified
J9281,Mitomycin instillation,Other,Unspecified
J9285,"Inj, olaratumab, 10 mg",Other,Unspecified
J9286,"Inj glofitamab gxbm, 2.5 mg",Other,Unspecified
J9292,"Inj, pemetrexed (avyxa) 10mg",Other,Unspecified
J9293,Mitoxantrone hydrochl / 5 mg,Other,Unspecified
J9294,"Inj pemetrexed, hospira 10mg",Other,Unspecified
J9295,"Injection, necitumumab, 1 mg",CT,Unspecified
J9296,Inj pemetrexed (accord) 10mg,Other,Unspecified
J9297,Inj pemetrexed (sandoz) 10mg,Other,Unspecified
J9298,Inj nivol relatlimab 3mg/1mg,Other,Unspecified
J9299,"Injection, nivolumab",CT,Unspecified
J9301,Obinutuzumab inj,Other,Unspecified
J9302,Ofatumumab injection,CT,Unspecified
J9303,Panitumumab injection,CT,Unspecified
J9304,"Inj. pemetrexed, 10 mg",Other,Unspecified
J9305,Inj. pemetrexed nos 10mg,Other,Unspecified
J9306,"Injection, pertuzumab, 1 mg",CT,Unspecified
J9307,Pralatrexate injection,CT,Unspecified
J9308,"Injection, ramucirumab",CT,Unspecified
J9309,"Inj, polatuzumab vedotin 1mg",Other,Unspecified
J9311,"Inj rituximab, hyaluronidase",Other,Unspecified
J9312,"Inj., rituximab, 10 mg",Other,Unspecified
J9313,"Inj., lumoxiti, 0.01 mg",Other,Unspecified
J9314,Inj pemetrexed (teva) 10mg,Other,Unspecified
J9316,"Pertuzu, trastuzu, 10 mg",Other,Unspecified
J9317,Sacituzumab govitecan-hziy,Other,Unspecified
J9318,Inj romidepsin non-lyo 0.1mg,Other,Unspecified
J9319,Inj romidepsin lyophil 0.1mg,Other,Unspecified
J9320,Streptozocin injection,CT,Unspecified
J9321,Inj epcoritamab-bysp 0.16 mg,Other,Unspecified
J9322,Inj pemetrexed (bluepoint),Other,Unspecified
J9323,Inj pemetrexed ditromethamin,Other,Unspecified
J9324,"Inj, pemrydi rtu, 10 mg",Other,Unspecified
J9325,Inj talimogene laherparepvec,Other,Unspecified
J9328,Temozolomide injection,CT,Unspecified
J9329,"Inj, tislelizumab-jsgr",Other,Unspecified
J9330,Temsirolimus injection,CT,Unspecified
J9331,Inj sirolimus prot part 1 mg,Other,Unspecified
J9332,Inj efgartigimod 2mg,Other,Unspecified
J9333,Inj ronzanolixizum-noli 1 mg,Other,Unspecified
J9334,Inj efgart-alfa 2mg hya-qvfc,Other,Unspecified
J9340,Thiotepa injection,CT,Unspecified
J9345,"Inj, retifanlimab-dlwr, 1 mg",Other,Unspecified
J9347,"Inj, tremelimumab-actl, 1 mg",CT,Unspecified
J9348,"Inj. naxitamab-gqgk, 1 mg",Other,Unspecified
J9349,"Inj., tafasitamab-cxix",Other,Unspecified
J9350,"Inj mosunetuzumab-axgb, 1 mg",Other,Unspecified
J9351,Topotecan injection,CT,Unspecified
J9352,Injection trabectedin 0.1mg,CT,Unspecified
J9353,"Inj. margetuximab-cmkb, 5 mg",Other,Unspecified
J9354,"Inj, ado-trastuzumab emt 1mg",Other,Unspecified
J9355,Inj trastuzumab excl biosimi,Other,Unspecified
J9356,"Inj. herceptin hylecta, 10mg",CT,Unspecified
J9357,Valrubicin injection,CT,Unspecified
J9358,Inj fam-trastu deru-nxki 1mg,Other,Unspecified
J9359,Inj lon tesirin-lpyl 0.075mg,Other,Unspecified
J9360,Vinblastine sulfate inj,Other,Unspecified
J9361,"Inj, efbemalenograstim alfa-",Other,Unspecified
J9370,Vincristine sulfate 1 mg inj,Other,Unspecified
J9376,"Inj pozelimab-bbfg, 1 mg",Other,Unspecified
J9380,Inj teclistamab cqyv 0.5 mg,Other,Unspecified
J9381,Inj teplizumab mzwv 5 mcg,Other,Unspecified
J9390,Vinorelbine tartrate inj,Other,Unspecified
J9393,"Inj, fulvestrant (teva)",Other,Unspecified
J9394,"Inj, fulvestrant (fresenius)",Other,Unspecified
J9395,"Injection, fulvestrant",CT,Unspecified
J9400,"Inj, ziv-aflibercept, 1mg",Other,Unspecified
J9600,Porfimer sodium injection,CT,Unspecified
J9999,Chemotherapy drug,Other,Unspecified
M0001,Advancing cancer care mvp,Other,Unspecified
M0002,Opt care kidney hlth mvp,Other,Unspecified
M0004,Qual care neurologic cnd mvp,Other,Unspecified
M0005,Value in primary care mvp,Other,Unspecified
M0010,Eom meos payment,Other,Unspecified
M0075,Cellular therapy,Other,Unspecified
M0076,Prolotherapy,Other,Unspecified
M0100,Intragastric hypothermia,Other,Unspecified
M0201,Pne flu hepb cov home admin,Other,Unspecified
M0220,Tixagev and cilgav inj,Other,Unspecified
M0221,Tixagev and cilgav inj hm,Other,Unspecified
M0222,Bebtelovimab injection,CT,Unspecified
M0223,Bebtelovimab injection home,CT,Unspecified
M0224,Pemivibart infusion,Other,Unspecified
M0240,Casiri and imdev repeat,Other,Unspecified
M0241,Casiri and imdev repeat hm,Other,Unspecified
M0243,Casirivi and imdevi inj,Other,Unspecified
M0244,Casirivi and imdevi inj hm,Other,Unspecified
M0245,Bamlan and etesev infusion,Other,Unspecified
M0246,Bamlan and etesev infus home,Other,Unspecified
M0247,Sotrovimab infusion,Other,Unspecified
M0248,"Sotrovimab inf, home admin",Other,Unspecified
M0249,Adm tocilizu covid-19 1st,Other,Unspecified
M0250,Adm tocilizu covid-19 2nd,Other,Unspecified
M0300,Iv chelationtherapy,Other,Unspecified
M0301,Fabric wrapping of aneurysm,Other,Unspecified
M1003,Tb scr 12 mo pri fst bio dz,Other,Unspecified
M1004,Doc med rsn no srn tb,Other,Unspecified
M1005,Tb scr no perf,Other,Unspecified
M1006,"Dz not ases, no rsn",Other,Unspecified
M1007,>=50% total pt outpt ra enct,CT,Unspecified
M1008,<50% total pt outpt ra encts,CT,Unspecified
M1009,Dc eoc doc med rec,Other,Unspecified
M1010,Dc eoc doc med rec,Other,Unspecified
M1011,Dc eoc doc med rec,Other,Unspecified
M1012,Dc eoc doc med rec,Other,Unspecified
M1013,Dc eoc doc med rec,Other,Unspecified
M1014,Dc epi care doc medrec,Other,Unspecified
M1016,Pt dx meop or sur steri,Other,Unspecified
M1018,Pt dx hst cr pt sk lg cr scr,Other,Unspecified
M1019,Adl pt mj dep ds rs 12 phq<5,Other,Unspecified
M1020,Adl pt mj dep ds no rs 12 mo,Other,Unspecified
M1021,Pt uc in pp,Other,Unspecified
M1027,Img head (ct or mri) obtnd,MRI,Unspecified
M1028,Doc of pt prm hda dx and otr,Other,Unspecified
M1029,Doc sysm rsn img hd,Other,Unspecified
M1032,Adt tkng pharmthry for oud,Other,Unspecified
M1034,Adt 180 dys pharmthry oud,Other,Unspecified
M1035,Adt pd out mat pr 180 dys tx,Other,Unspecified
M1036,Adt no 180 dys pharmthry oud,Other,Unspecified
M1037,Pt dx lum sp reg cacr,Other,Unspecified
M1038,Pt dx lum sp reg fract,CT,Unspecified
M1039,Pt dx lum sp reg inf,Other,Unspecified
M1040,Pt dx lum idi or cong scol,Other,Unspecified
M1041,Pt cr ft inf lm or pt id sl,Other,Unspecified
M1043,Fs no odi 9-15mo,Other,Unspecified
M1045,Fs oks 9-15mo >= 37 >= 71,Other,Unspecified
M1046,Fs oks 9-15mo < 37 < 71,Other,Unspecified
M1049,Fs wth scr no odi pre and p,Other,Unspecified
M1051,Pt w/cancer scoliosis,Other,Unspecified
M1052,Lg pn not meas w/ vas 1yr po,Other,Unspecified
M1054,Pt uc in pp,Other,Unspecified
M1055,Aspirin used,Other,Unspecified
M1056,Presc antico med in pp,Other,Unspecified
M1057,"Aspirin not used, no rsn",Other,Unspecified
M1058,Pt prm nurs hm res in pp,Other,Unspecified
M1059,Pt no prm nurs hm res in pp,Other,Unspecified
M1060,Pt died in pp,Other,Unspecified
M1067,Hspc pt prv time meam per,Other,Unspecified
M1068,Pt not ambulatory,Other,Unspecified
M1069,Pt scr ft fall rsk,Other,Unspecified
M1070,Pt not scrn fut fall no rsn,Other,Unspecified
M1106,Start eoc doc med rec,Other,Unspecified
M1107,Docu dx degen neuro,Other,Unspecified
M1108,Oc ni pt home prog,Other,Unspecified
M1109,Oc ni pt dc,Other,Unspecified
M1110,Oc not p pt selfdc,Other,Unspecified
M1111,Start eoc doc med rec,Other,Unspecified
M1112,Docu dx degen neuro,Other,Unspecified
M1113,Oc ni pt home prog,Other,Unspecified
M1114,Oc ni pt dc,Other,Unspecified
M1115,Oc ni pt selfdc,Other,Unspecified
M1116,Start eoc doc med rec,Other,Unspecified
M1117,Docu dx degen neuro,Other,Unspecified
M1118,Oc ni pt home prog,Other,Unspecified
M1119,Oc ni pt dc,Other,Unspecified
M1120,Oc ni pt selfdc,Other,Unspecified
M1121,Start eoc doc med rec,Other,Unspecified
M1122,Docu dx degen neuro,Other,Unspecified
M1123,Oc ni pt home prog,Other,Unspecified
M1124,Oc ni pt dc 1-2 vis,Other,Unspecified
M1125,Oc ni pt selfdc 1-2 vis,Other,Unspecified
M1126,Start eoc doc med rec,Other,Unspecified
M1127,Docu dx degen neuro,Other,Unspecified
M1128,Oc ni pt home prog,Other,Unspecified
M1129,Oc ni pt dc,Other,Unspecified
M1130,Oc ni pt selfdc,Other,Unspecified
M1131,Docu dx degen neuro,Other,Unspecified
M1132,Oc ni pt home prog,Other,Unspecified
M1133,Oc ni pt dc,Other,Unspecified
M1134,Oc ni pt selfdc,Other,Unspecified
M1135,Start eoc doc med rec,Other,Unspecified
M1141,Fs no oks,Other,Unspecified
M1142,Emerge cases,Other,Unspecified
M1143,Ni rehab med chiro,Other,Unspecified
M1146,Ongoing care not ind,Other,Unspecified
M1147,Care not poss med rsn,Other,Unspecified
M1148,Pt self dschg,Other,Unspecified
M1149,No neck fs prom incap,Other,Unspecified
M1150,Lvef <=40% or mod/sev l vsf,Other,Unspecified
M1151,Pt w/ hx trnsplt or lvad,Other,Unspecified
M1152,Pt w/ hx trnsplt or lvad,Other,Unspecified
M1153,Pt w/ dx osteo doe,Other,Unspecified
M1159,Hospc serv dur meas pd,Other,Unspecified
M1160,Pt anphx due to mengb bef 13,Other,Unspecified
M1161,Pt anphx due to dtp bef 13,Other,Unspecified
M1162,Pt enceph due to dtp bef 13,Other,Unspecified
M1163,Pt anphx due to hpv bef 13,Other,Unspecified
M1164,Pt w/ dementia any time,Other,Unspecified
M1165,Pt use hspc dur meas pd,Other,Unspecified
M1166,Path rpt tis spec wle/reexc,Other,Unspecified
M1167,Hspc dur meas pd,Other,Unspecified
M1168,Pt recd flu vax 7/1-6/30,Other,Unspecified
M1169,Doc med rsn no flu vax,Other,Unspecified
M1170,Pt w/o flu vax 7/1-6/30,Other,Unspecified
M1171,Pt recd 1 td/tdap 9yrs prior,Other,Unspecified
M1172,Doc med rsn no td/tdap,Other,Unspecified
M1173,Pt no rec td/tdap 9yrs prior,Other,Unspecified
M1174,Pt w 2 hzv on/aft 50,Other,Unspecified
M1175,Doc med rsn no hzv,Other,Unspecified
M1176,No 2 hzv on/aft age 50,Other,Unspecified
M1177,Pt recd pcv on/aft 19,Other,Unspecified
M1178,Doc med rsn no pcv,Other,Unspecified
M1179,No pcv recd,Other,Unspecified
M1180,Pt imm ckpt inhib therapy,Other,Unspecified
M1181,Gr 2 or> dia or gr2 or> col,Other,Unspecified
M1182,Not elg pre ex ibd/uc/crohn,Other,Unspecified
M1183,Doc imm ckpt inhib hld,Other,Unspecified
M1184,Doc med rsn no cst/ist rx,Other,Unspecified
M1185,Imm ckpt inhib not hld no rx,Other,Unspecified
M1186,Pt w/ rx for hspc/plltv care,Other,Unspecified
M1187,Pt w/ esrd,Other,Unspecified
M1188,Pt w/ ckd stg 5,Other,Unspecified
M1189,Doc khe pef w/efgr/uacr,Other,Unspecified
M1190,Doc khe not pef w/efgr/uacr,Other,Unspecified
M1191,Hspc svc any time in meas pd,Other,Unspecified
M1192,Pt w/ dx sq cell ca of esoph,Other,Unspecified
M1193,Rpts w/ imp/con mmr/msi,Other,Unspecified
M1194,Med rsn no imp/con mmr/msi,Other,Unspecified
M1195,Rpt wo imp/con mmr/msi,Other,Unspecified
M1196,Ixv nrs vrs iqa >=4,Other,Unspecified
M1197,Isa reduced >=3 fr ixv,Other,Unspecified
M1198,Isa not red 3pts /no assess,Other,Unspecified
M1199,Pt rec'g rrt,Other,Unspecified
M1200,Ace-i/arb rx,Other,Unspecified
M1201,Med rsn no ace-i/arb rx,Other,Unspecified
M1202,Pt rsn no ace-i/arb rx,Other,Unspecified
M1203,No rsn ace-i/arb rx,Other,Unspecified
M1204,Ixv nrs vrs iqa >=4,Other,Unspecified
M1205,Isa reduced >=3,Other,Unspecified
M1206,Isa not red 3pts/no assess,Other,Unspecified
M1207,Pt scrn sdoh,Other,Unspecified
M1208,Pt no scrn sdoh,Other,Unspecified
M1209,>=2 same hi-rsk med w/o diag,Other,Unspecified
M1210,>=2 same meds tbl4 not ord,Other,Unspecified
M1211,Gsa level>9.0%,Other,Unspecified
M1212,Missing gsa not perf,Other,Unspecified
M1213,No hx spiro prs spiro>=70%,Other,Unspecified
M1214,Spiro results wth obs doc,Other,Unspecified
M1215,Med rsn for no doc spiro,Other,Unspecified
M1216,No spiro doc no res doc,Other,Unspecified
M1217,Sys rsn no doc spiro,Other,Unspecified
M1218,Pt copd symptoms,Other,Unspecified
M1220,Dre wth interp rtnopthy,Other,Unspecified
M1221,Dre w/o rtnopthy,Other,Unspecified
M1222,Glaucoma pln of care not doc,Other,Unspecified
M1223,Glaucoma plan of care doc,Other,Unspecified
M1224,Iop dec <20% from base,Other,Unspecified
M1225,Iop dec>=20% from base,Other,Unspecified
M1226,Iop not doc,Other,Unspecified
M1227,Eb therapy prescribed,Other,Unspecified
M1228,Pt + hcv aby +vir w/ rx 3 mo,Other,Unspecified
M1229,Pt w/ +hcv +vir ref win 1 mo,Other,Unspecified
M1230,Pt hcv rctv aby no f/u tst,CT,Unspecified
M1231,Pt hcv tst no reactive res,CT,Unspecified
M1232,Pt hcv tst reactive result,CT,Unspecified
M1233,Pt no hcv aby or result,Other,Unspecified
M1234,Pt hcv rctv aby f/u neg,CT,Unspecified
M1235,Doc pt hcv aby rna tst,Other,Unspecified
M1236,Baseline mrs > 2,Other,Unspecified
M1237,Pt rsn no scrn,Other,Unspecified
M1238,Doc 2nd recom hzv 2-6 mo int,Other,Unspecified
M1239,Pt no resp heard,Other,Unspecified
M1240,Pt no resp best int,Other,Unspecified
M1241,Pt no resp seen as person,Other,Unspecified
M1242,Pt no resp imprt to me,Other,Unspecified
M1243,Pt othr thn true heard,Other,Unspecified
M1244,Pt othr thn true best int,Other,Unspecified
M1245,Pt othr thn true person,Other,Unspecified
M1246,Pt othr thn true imprt to me,Other,Unspecified
M1247,Pt resp true best int,Other,Unspecified
M1248,Pt resp true seen as person,Other,Unspecified
M1249,Pt resp true imprt to me,Other,Unspecified
M1250,Pt resp true heard,Other,Unspecified
M1251,Pts proxy cmplt hu surv,Other,Unspecified
M1252,Pts no cmplt hu survey,Other,Unspecified
M1253,Pts hu surv no amb plltv,Other,Unspecified
M1254,Pts deceased prior hu surv,Other,Unspecified
M1255,"Pts w/ othr rsn vst,+prg tst",Other,Unspecified
M1256,Prior history of known cvd,Other,Unspecified
M1257,Cvd risk assess not perf,Other,Unspecified
M1258,Cvd risk assess perf,Other,Unspecified
M1259,Pt stat doc <= 1 yr dialysis,Other,Unspecified
M1260,Pt not doc <= 1 yr dialysis,Other,Unspecified
M1261,Pts on wtlist bef dialysis,Other,Unspecified
M1262,Pts transplt bef dialysis,Other,Unspecified
M1263,Pts hosp dialysis dt,Other,Unspecified
M1265,Cms 2728 completed,Other,Unspecified
M1266,Pts admit snf,Other,Unspecified
M1267,Pt no act kid transplt wtlst,CT,Unspecified
M1268,Pt ac stat kid trnsplt wtlst,Other,Unspecified
M1269,Rec'd esrd mcp lst day of mo,Other,Unspecified
M1270,Pts no kid transplt wtlst,Other,Unspecified
M1271,Pts dem any time/dur mo,Other,Unspecified
M1272,Pts kid transplt wtlst,Other,Unspecified
M1273,Pts snf 1 yr dialysis,Other,Unspecified
